,PKB69,PKB206,PKB51,PKB106,PKB48,PKB98,PKB14,PKB130,PKB233,PKB42,PKB6,PKB4,PKB179,PKB46,PKB161,PKB20,PKB105,PKB70,PKB24,PKB91,PKB68,PKB159,PKB7,PKB77,PKB10,PKB8,PKB240,PKB103,PKB89,PKB137,PKB52,PKB248,PKB49,PKB32,PKB241,PKB128,PKB22,PKB50,PKB140,PKB43,PKB67,PKB79,PKB247,PKB16,PKB180,PKB177,PKB172,PKB136,PKB207,PKB119,PKB218,PKB38,PKB104,PKB15,PKB11,PKB171,PKB162,PKB242,PKB120,PKB158,PKB101,PKB142,PKB102,PKB100,PKB44,PKB135,PKB191,PKB13,PKB9,PKB160,PKB90,PKB236
PKB177,45.0,31.0,36.0,45.0,41.0,44.0,33.0,26.0,49.0,29.0,32.0,38.0,50.0,30.0,19.0,28.0,22.0,44.0,30.0,23.0,44.0,20.0,36.0,45.0,29.0,31.0,30.0,18.0,25.0,62.0,40.0,39.0,26.0,30.0,26.0,41.0,30.0,47.0,41.0,28.0,26.0,44.0,20.0,32.0,48.0,87.0,19.0,61.0,33.0,18.0,49.0,30.0,19.0,35.0,32.0,55.0,24.0,28.0,23.0,21.0,24.0,44.0,18.0,23.0,30.0,60.0,55.0,32.0,32.0,22.0,20.0,55.0
PKB172,27.0,15.0,22.0,23.0,20.0,16.0,13.0,17.0,22.0,16.0,14.0,17.0,27.0,11.0,18.0,14.0,19.0,25.0,15.0,19.0,30.0,12.0,14.0,27.0,19.0,17.0,13.0,14.0,19.0,33.0,23.0,29.0,13.0,15.0,15.0,25.0,13.0,22.0,29.0,18.0,17.0,18.0,10.0,14.0,25.0,19.0,51.0,34.0,15.0,15.0,22.0,17.0,17.0,13.0,15.0,25.0,21.0,18.0,23.0,20.0,9.0,30.0,13.0,18.0,10.0,29.0,33.0,15.0,14.0,21.0,12.0,34.0
PKB136,54.0,39.0,42.0,52.0,53.0,54.0,34.0,33.0,62.0,33.0,35.0,42.0,69.0,34.0,23.0,32.0,30.0,52.0,32.0,29.0,60.0,22.0,34.0,62.0,34.0,33.0,34.0,21.0,32.0,124.0,49.0,58.0,30.0,32.0,33.0,52.0,32.0,57.0,60.0,34.0,31.0,54.0,21.0,34.0,60.0,61.0,34.0,179.0,39.0,21.0,63.0,34.0,25.0,33.0,35.0,68.0,33.0,32.0,33.0,26.0,26.0,63.0,22.0,30.0,33.0,108.0,96.0,36.0,35.0,29.0,22.0,102.0
PKB207,33.0,44.0,31.0,33.0,38.0,37.0,25.0,23.0,33.0,21.0,26.0,32.0,36.0,25.0,14.0,24.0,19.0,33.0,24.0,19.0,33.0,20.0,26.0,31.0,23.0,25.0,26.0,17.0,21.0,40.0,31.0,30.0,23.0,22.0,20.0,32.0,23.0,29.0,30.0,21.0,18.0,36.0,18.0,24.0,30.0,33.0,15.0,39.0,57.0,16.0,34.0,24.0,17.0,25.0,24.0,35.0,19.0,21.0,18.0,14.0,19.0,33.0,15.0,20.0,25.0,40.0,34.0,26.0,26.0,13.0,18.0,36.0
PKB119,22.0,15.0,20.0,21.0,19.0,19.0,16.0,20.0,19.0,16.0,17.0,14.0,22.0,16.0,18.0,14.0,17.0,22.0,15.0,20.0,21.0,14.0,18.0,20.0,16.0,17.0,15.0,16.0,17.0,23.0,23.0,23.0,15.0,15.0,16.0,21.0,16.0,19.0,22.0,18.0,18.0,18.0,10.0,18.0,21.0,18.0,15.0,21.0,16.0,33.0,21.0,17.0,19.0,15.0,19.0,20.0,19.0,15.0,18.0,15.0,14.0,23.0,14.0,20.0,13.0,22.0,24.0,18.0,17.0,15.0,15.0,22.0
PKB218,43.0,32.0,40.0,48.0,45.0,45.0,32.0,29.0,73.0,30.0,32.0,40.0,51.0,31.0,19.0,27.0,26.0,44.0,27.0,26.0,45.0,23.0,31.0,44.0,30.0,29.0,32.0,21.0,29.0,61.0,43.0,45.0,29.0,27.0,29.0,48.0,29.0,44.0,46.0,30.0,24.0,45.0,18.0,32.0,49.0,49.0,22.0,63.0,34.0,21.0,91.0,28.0,21.0,30.0,30.0,57.0,31.0,28.0,26.0,21.0,26.0,48.0,19.0,28.0,31.0,60.0,56.0,31.0,32.0,20.0,19.0,53.0
PKB38,28.0,20.0,25.0,28.0,28.0,32.0,28.0,28.0,29.0,22.0,28.0,23.0,32.0,19.0,16.0,28.0,20.0,28.0,27.0,21.0,32.0,19.0,31.0,27.0,32.0,30.0,22.0,16.0,24.0,32.0,24.0,28.0,19.0,33.0,20.0,26.0,29.0,33.0,27.0,22.0,21.0,29.0,16.0,31.0,31.0,30.0,17.0,34.0,24.0,17.0,28.0,49.0,17.0,27.0,28.0,31.0,20.0,23.0,19.0,19.0,17.0,28.0,15.0,21.0,20.0,32.0,33.0,29.0,28.0,21.0,16.0,31.0
PKB104,22.0,15.0,22.0,20.0,18.0,18.0,15.0,19.0,23.0,14.0,17.0,17.0,23.0,14.0,17.0,13.0,20.0,21.0,14.0,20.0,24.0,13.0,16.0,21.0,17.0,17.0,14.0,14.0,19.0,24.0,22.0,22.0,14.0,16.0,17.0,21.0,15.0,18.0,23.0,15.0,16.0,18.0,10.0,16.0,22.0,19.0,17.0,25.0,17.0,19.0,21.0,17.0,35.0,15.0,18.0,22.0,20.0,16.0,24.0,16.0,13.0,23.0,14.0,21.0,12.0,24.0,24.0,18.0,17.0,18.0,16.0,25.0
PKB15,28.0,22.0,27.0,27.0,30.0,32.0,42.0,22.0,30.0,25.0,34.0,25.0,34.0,24.0,14.0,27.0,19.0,28.0,27.0,20.0,30.0,19.0,33.0,26.0,31.0,41.0,25.0,16.0,18.0,34.0,26.0,27.0,20.0,31.0,17.0,27.0,28.0,29.0,28.0,25.0,15.0,31.0,20.0,32.0,30.0,35.0,13.0,33.0,25.0,15.0,30.0,27.0,15.0,50.0,31.0,32.0,18.0,21.0,15.0,15.0,18.0,29.0,14.0,20.0,21.0,33.0,32.0,34.0,34.0,14.0,17.0,30.0
PKB11,29.0,21.0,27.0,30.0,29.0,32.0,29.0,27.0,29.0,22.0,35.0,24.0,32.0,20.0,17.0,23.0,20.0,30.0,25.0,21.0,33.0,17.0,38.0,28.0,28.0,31.0,24.0,18.0,21.0,36.0,27.0,29.0,19.0,30.0,21.0,30.0,25.0,32.0,29.0,22.0,21.0,31.0,15.0,43.0,30.0,32.0,15.0,35.0,24.0,19.0,30.0,28.0,18.0,31.0,51.0,33.0,22.0,20.0,20.0,16.0,18.0,30.0,17.0,23.0,21.0,34.0,34.0,38.0,35.0,18.0,18.0,33.0
PKB171,50.0,32.0,39.0,52.0,49.0,48.0,32.0,31.0,54.0,30.0,33.0,39.0,56.0,32.0,18.0,28.0,28.0,50.0,29.0,26.0,52.0,21.0,33.0,51.0,32.0,31.0,32.0,20.0,30.0,67.0,47.0,48.0,30.0,28.0,30.0,49.0,28.0,47.0,49.0,31.0,28.0,50.0,20.0,34.0,51.0,55.0,25.0,68.0,35.0,20.0,57.0,31.0,22.0,32.0,33.0,99.0,30.0,33.0,30.0,23.0,23.0,54.0,21.0,30.0,32.0,69.0,63.0,33.0,33.0,24.0,21.0,63.0
PKB162,30.0,20.0,26.0,28.0,26.0,22.0,19.0,23.0,27.0,19.0,21.0,23.0,31.0,17.0,18.0,17.0,23.0,29.0,18.0,21.0,29.0,16.0,19.0,31.0,20.0,21.0,18.0,19.0,23.0,32.0,28.0,31.0,21.0,19.0,21.0,30.0,18.0,27.0,29.0,20.0,21.0,24.0,13.0,20.0,29.0,24.0,21.0,33.0,19.0,19.0,31.0,20.0,20.0,18.0,22.0,30.0,46.0,21.0,25.0,22.0,16.0,31.0,16.0,23.0,15.0,30.0,31.0,22.0,21.0,21.0,18.0,31.0
PKB242,27.0,20.0,24.0,29.0,26.0,27.0,22.0,20.0,27.0,20.0,22.0,24.0,28.0,19.0,15.0,24.0,23.0,26.0,25.0,18.0,26.0,18.0,21.0,27.0,25.0,24.0,20.0,13.0,21.0,33.0,25.0,27.0,19.0,19.0,25.0,28.0,20.0,25.0,26.0,20.0,19.0,29.0,15.0,20.0,24.0,28.0,18.0,32.0,21.0,15.0,28.0,23.0,16.0,21.0,20.0,33.0,21.0,46.0,20.0,18.0,18.0,27.0,16.0,20.0,19.0,32.0,31.0,22.0,22.0,15.0,15.0,29.0
PKB120,26.0,16.0,24.0,25.0,24.0,21.0,18.0,20.0,24.0,15.0,19.0,19.0,32.0,14.0,19.0,14.0,25.0,28.0,16.0,25.0,30.0,15.0,18.0,30.0,19.0,19.0,15.0,14.0,20.0,35.0,26.0,31.0,14.0,18.0,18.0,29.0,14.0,23.0,31.0,17.0,19.0,23.0,13.0,18.0,30.0,23.0,23.0,33.0,18.0,18.0,26.0,19.0,24.0,15.0,20.0,30.0,25.0,20.0,48.0,19.0,16.0,32.0,17.0,24.0,12.0,32.0,35.0,20.0,19.0,20.0,20.0,35.0
PKB158,21.0,14.0,21.0,20.0,20.0,17.0,16.0,18.0,20.0,17.0,17.0,21.0,23.0,13.0,19.0,15.0,17.0,21.0,17.0,17.0,24.0,15.0,15.0,24.0,19.0,18.0,14.0,13.0,18.0,27.0,19.0,24.0,14.0,19.0,15.0,23.0,18.0,22.0,22.0,19.0,18.0,20.0,11.0,15.0,22.0,21.0,20.0,26.0,14.0,15.0,21.0,19.0,16.0,15.0,16.0,23.0,22.0,18.0,19.0,37.0,13.0,22.0,14.0,17.0,10.0,23.0,26.0,16.0,17.0,20.0,14.0,26.0
PKB101,23.0,18.0,23.0,22.0,23.0,22.0,18.0,20.0,25.0,17.0,19.0,19.0,23.0,16.0,11.0,18.0,16.0,24.0,18.0,20.0,20.0,15.0,19.0,23.0,20.0,19.0,17.0,17.0,22.0,25.0,22.0,22.0,18.0,17.0,24.0,21.0,20.0,22.0,23.0,16.0,18.0,21.0,14.0,20.0,23.0,24.0,9.0,26.0,19.0,14.0,26.0,17.0,13.0,18.0,18.0,23.0,16.0,18.0,16.0,13.0,36.0,23.0,14.0,17.0,15.0,25.0,23.0,19.0,19.0,12.0,13.0,25.0
PKB142,46.0,31.0,38.0,44.0,40.0,38.0,28.0,32.0,46.0,28.0,29.0,35.0,52.0,31.0,21.0,25.0,26.0,46.0,26.0,27.0,49.0,22.0,30.0,51.0,28.0,29.0,29.0,22.0,27.0,62.0,46.0,51.0,27.0,27.0,29.0,46.0,26.0,39.0,57.0,31.0,27.0,42.0,16.0,29.0,48.0,44.0,30.0,63.0,33.0,23.0,48.0,28.0,23.0,29.0,30.0,54.0,31.0,27.0,32.0,22.0,23.0,94.0,19.0,29.0,30.0,62.0,58.0,30.0,29.0,26.0,19.0,63.0
PKB102,19.0,15.0,18.0,18.0,17.0,18.0,14.0,16.0,15.0,10.0,17.0,18.0,20.0,11.0,13.0,12.0,15.0,19.0,13.0,16.0,21.0,11.0,14.0,20.0,16.0,16.0,12.0,13.0,20.0,25.0,17.0,22.0,13.0,16.0,20.0,19.0,13.0,21.0,19.0,12.0,17.0,17.0,10.0,16.0,18.0,18.0,13.0,22.0,15.0,14.0,19.0,15.0,14.0,14.0,17.0,21.0,16.0,16.0,17.0,14.0,14.0,19.0,32.0,16.0,9.0,22.0,23.0,19.0,17.0,17.0,15.0,21.0
PKB100,27.0,17.0,26.0,28.0,25.0,22.0,20.0,23.0,28.0,20.0,21.0,22.0,31.0,21.0,17.0,19.0,22.0,26.0,20.0,22.0,27.0,16.0,21.0,27.0,23.0,22.0,19.0,17.0,23.0,31.0,28.0,30.0,21.0,20.0,21.0,27.0,19.0,26.0,29.0,21.0,21.0,23.0,14.0,21.0,29.0,23.0,18.0,30.0,20.0,20.0,28.0,21.0,21.0,20.0,23.0,30.0,23.0,20.0,24.0,17.0,17.0,29.0,16.0,43.0,19.0,30.0,28.0,22.0,21.0,18.0,17.0,32.0
PKB44,29.0,20.0,26.0,29.0,29.0,29.0,19.0,20.0,33.0,29.0,19.0,31.0,30.0,39.0,10.0,19.0,16.0,28.0,20.0,17.0,24.0,18.0,22.0,26.0,20.0,21.0,34.0,14.0,16.0,32.0,28.0,22.0,23.0,17.0,17.0,27.0,23.0,26.0,26.0,30.0,17.0,29.0,13.0,22.0,30.0,30.0,10.0,33.0,25.0,13.0,31.0,20.0,12.0,21.0,21.0,32.0,15.0,19.0,12.0,10.0,15.0,30.0,9.0,19.0,47.0,31.0,30.0,19.0,19.0,11.0,13.0,30.0
PKB135,54.0,37.0,42.0,51.0,52.0,53.0,33.0,32.0,60.0,32.0,35.0,41.0,64.0,31.0,21.0,30.0,28.0,50.0,32.0,28.0,58.0,24.0,35.0,60.0,34.0,33.0,32.0,23.0,31.0,108.0,46.0,56.0,29.0,33.0,32.0,51.0,32.0,51.0,58.0,33.0,28.0,52.0,20.0,34.0,59.0,60.0,29.0,108.0,40.0,22.0,60.0,32.0,24.0,33.0,34.0,69.0,30.0,32.0,32.0,23.0,25.0,62.0,22.0,30.0,31.0,155.0,91.0,35.0,35.0,29.0,22.0,93.0
PKB191,51.0,34.0,40.0,49.0,45.0,45.0,33.0,32.0,53.0,27.0,35.0,39.0,64.0,30.0,23.0,27.0,29.0,50.0,28.0,29.0,58.0,20.0,34.0,57.0,31.0,33.0,31.0,21.0,31.0,101.0,48.0,54.0,26.0,29.0,30.0,50.0,29.0,52.0,56.0,29.0,28.0,45.0,18.0,34.0,57.0,55.0,33.0,96.0,34.0,24.0,56.0,33.0,24.0,32.0,34.0,63.0,31.0,31.0,35.0,26.0,23.0,58.0,23.0,28.0,30.0,91.0,152.0,35.0,35.0,30.0,25.0,94.0
PKB13,32.0,23.0,29.0,28.0,31.0,33.0,36.0,25.0,27.0,21.0,44.0,27.0,33.0,19.0,18.0,25.0,23.0,31.0,27.0,21.0,33.0,18.0,39.0,30.0,28.0,30.0,23.0,18.0,24.0,37.0,28.0,31.0,20.0,29.0,22.0,31.0,27.0,31.0,30.0,21.0,21.0,33.0,17.0,37.0,33.0,32.0,15.0,36.0,26.0,18.0,31.0,29.0,18.0,34.0,38.0,33.0,22.0,22.0,20.0,16.0,19.0,30.0,19.0,22.0,19.0,35.0,35.0,51.0,44.0,17.0,17.0,33.0
PKB9,30.0,23.0,29.0,28.0,31.0,33.0,35.0,27.0,28.0,22.0,51.0,28.0,32.0,20.0,16.0,26.0,22.0,30.0,26.0,20.0,32.0,18.0,37.0,29.0,27.0,33.0,22.0,18.0,22.0,36.0,26.0,33.0,20.0,33.0,20.0,30.0,26.0,32.0,28.0,22.0,19.0,31.0,17.0,38.0,33.0,32.0,14.0,35.0,26.0,17.0,32.0,28.0,17.0,34.0,35.0,33.0,21.0,22.0,19.0,17.0,19.0,29.0,17.0,21.0,19.0,35.0,35.0,44.0,51.0,16.0,18.0,32.0
PKB160,25.0,12.0,19.0,19.0,19.0,16.0,15.0,19.0,19.0,17.0,16.0,19.0,24.0,13.0,18.0,12.0,14.0,25.0,13.0,17.0,27.0,14.0,15.0,27.0,16.0,17.0,14.0,13.0,22.0,29.0,20.0,24.0,12.0,17.0,14.0,22.0,13.0,25.0,27.0,20.0,18.0,18.0,9.0,18.0,27.0,22.0,21.0,29.0,13.0,15.0,20.0,21.0,18.0,14.0,18.0,24.0,21.0,15.0,20.0,20.0,12.0,26.0,17.0,18.0,11.0,29.0,30.0,17.0,16.0,42.0,12.0,29.0
PKB90,19.0,17.0,20.0,20.0,18.0,18.0,18.0,16.0,18.0,16.0,18.0,19.0,22.0,15.0,18.0,14.0,17.0,22.0,16.0,17.0,22.0,16.0,18.0,21.0,17.0,18.0,16.0,14.0,15.0,22.0,22.0,22.0,16.0,18.0,15.0,20.0,16.0,16.0,22.0,17.0,15.0,18.0,14.0,16.0,19.0,20.0,12.0,22.0,18.0,15.0,19.0,16.0,16.0,17.0,18.0,21.0,18.0,15.0,20.0,14.0,13.0,19.0,15.0,17.0,13.0,22.0,25.0,17.0,18.0,12.0,33.0,21.0
PKB236,55.0,33.0,41.0,49.0,45.0,44.0,29.0,30.0,52.0,29.0,32.0,38.0,61.0,30.0,22.0,27.0,28.0,50.0,29.0,28.0,57.0,21.0,33.0,56.0,32.0,30.0,31.0,20.0,32.0,101.0,49.0,57.0,25.0,27.0,31.0,51.0,27.0,53.0,61.0,31.0,28.0,45.0,18.0,32.0,53.0,55.0,34.0,102.0,36.0,22.0,53.0,31.0,25.0,30.0,33.0,63.0,31.0,29.0,35.0,26.0,25.0,63.0,21.0,32.0,30.0,93.0,94.0,33.0,32.0,29.0,21.0,160.0
