,PKB4,PKB6,PKB7,PKB8,PKB9,PKB10,PKB11,PKB13,PKB14,PKB15,PKB16,PKB20,PKB22,PKB24,PKB32,PKB38,PKB42,PKB43,PKB44,PKB46,PKB48,PKB49,PKB50,PKB51,PKB52,PKB67,PKB68,PKB69,PKB70,PKB77,PKB79,PKB89,PKB90,PKB91,PKB98,PKB100,PKB101,PKB102,PKB103,PKB104,PKB105,PKB106,PKB119,PKB120,PKB128,PKB130,PKB135,PKB136,PKB137,PKB140,PKB142,PKB158,PKB159,PKB160,PKB161,PKB162,PKB171,PKB172,PKB177,PKB179,PKB180,PKB191,PKB206,PKB207,PKB218,PKB233,PKB236,PKB240,PKB241,PKB242,PKB247,PKB248
PKB130,15.0,17.0,19.0,17.0,17.0,21.0,19.0,17.0,17.0,14.0,20.0,15.0,22.0,16.0,16.0,18.0,18.0,18.0,13.0,15.0,20.0,15.0,20.0,18.0,19.0,14.0,20.0,20.0,20.0,22.0,18.0,14.0,11.0,14.0,19.0,14.0,12.0,8.0,13.0,14.0,12.0,18.0,14.0,14.0,19.0,35.0,24.0,24.0,23.0,21.0,21.0,14.0,12.0,14.0,11.0,15.0,23.0,12.0,18.0,25.0,24.0,22.0,13.0,13.0,21.0,21.0,22.0,15.0,15.0,12.0,10.0,21.0
PKB135,30.0,24.0,26.0,24.0,24.0,25.0,25.0,24.0,23.0,24.0,23.0,25.0,23.0,25.0,22.0,24.0,24.0,24.0,23.0,24.0,35.0,19.0,34.0,28.0,34.0,19.0,38.0,37.0,36.0,42.0,38.0,21.0,15.0,21.0,35.0,19.0,17.0,14.0,16.0,18.0,20.0,34.0,16.0,23.0,34.0,24.0,109.0,66.0,70.0,39.0,44.0,16.0,16.0,20.0,16.0,21.0,45.0,19.0,37.0,41.0,41.0,53.0,26.0,27.0,41.0,41.0,59.0,23.0,20.0,23.0,13.0,38.0
PKB136,30.0,23.0,24.0,24.0,23.0,24.0,24.0,22.0,26.0,22.0,24.0,26.0,22.0,26.0,23.0,25.0,24.0,25.0,23.0,24.0,37.0,19.0,40.0,32.0,32.0,20.0,37.0,37.0,36.0,43.0,38.0,22.0,14.0,20.0,36.0,20.0,17.0,15.0,15.0,18.0,21.0,35.0,15.0,22.0,36.0,24.0,66.0,124.0,77.0,40.0,42.0,18.0,15.0,21.0,14.0,23.0,48.0,23.0,42.0,43.0,40.0,57.0,28.0,27.0,45.0,42.0,68.0,25.0,22.0,24.0,14.0,39.0
PKB137,31.0,26.0,24.0,25.0,26.0,26.0,23.0,24.0,23.0,24.0,22.0,23.0,23.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,37.0,20.0,37.0,28.0,30.0,21.0,38.0,37.0,37.0,42.0,36.0,22.0,16.0,20.0,34.0,22.0,18.0,17.0,16.0,17.0,19.0,36.0,15.0,24.0,35.0,23.0,70.0,77.0,126.0,40.0,44.0,18.0,15.0,22.0,15.0,23.0,47.0,22.0,44.0,45.0,42.0,57.0,26.0,26.0,43.0,40.0,66.0,24.0,22.0,22.0,14.0,39.0
PKB140,21.0,19.0,19.0,20.0,19.0,22.0,19.0,19.0,17.0,18.0,19.0,16.0,18.0,17.0,16.0,17.0,17.0,20.0,15.0,17.0,23.0,15.0,24.0,24.0,29.0,15.0,30.0,32.0,24.0,27.0,22.0,18.0,14.0,19.0,20.0,17.0,16.0,12.0,14.0,15.0,18.0,25.0,16.0,20.0,27.0,21.0,39.0,40.0,40.0,65.0,35.0,14.0,12.0,19.0,15.0,18.0,35.0,17.0,26.0,33.0,27.0,38.0,22.0,17.0,33.0,32.0,40.0,19.0,18.0,19.0,11.0,31.0
PKB142,22.0,19.0,20.0,21.0,19.0,21.0,20.0,21.0,20.0,21.0,18.0,19.0,20.0,20.0,20.0,20.0,23.0,24.0,20.0,21.0,28.0,17.0,25.0,26.0,29.0,16.0,33.0,30.0,34.0,32.0,28.0,19.0,14.0,18.0,24.0,19.0,16.0,13.0,15.0,18.0,18.0,30.0,16.0,20.0,30.0,21.0,44.0,42.0,44.0,35.0,82.0,16.0,14.0,19.0,14.0,22.0,39.0,20.0,32.0,38.0,36.0,36.0,23.0,21.0,31.0,32.0,42.0,21.0,22.0,21.0,12.0,33.0
PKB158,13.0,12.0,11.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,11.0,11.0,12.0,12.0,13.0,13.0,11.0,12.0,7.0,10.0,13.0,12.0,15.0,15.0,12.0,12.0,18.0,15.0,15.0,16.0,13.0,13.0,12.0,14.0,11.0,12.0,9.0,7.0,9.0,12.0,14.0,14.0,10.0,13.0,14.0,14.0,16.0,18.0,18.0,14.0,16.0,30.0,10.0,15.0,12.0,16.0,15.0,15.0,14.0,15.0,14.0,16.0,9.0,10.0,14.0,15.0,18.0,10.0,11.0,12.0,7.0,14.0
PKB159,15.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,14.0,12.0,13.0,12.0,14.0,13.0,12.0,13.0,13.0,15.0,12.0,13.0,14.0,12.0,12.0,15.0,13.0,9.0,13.0,14.0,13.0,13.0,14.0,10.0,10.0,13.0,13.0,12.0,12.0,7.0,12.0,10.0,12.0,14.0,8.0,10.0,15.0,12.0,16.0,15.0,15.0,12.0,14.0,10.0,29.0,9.0,14.0,10.0,14.0,8.0,15.0,14.0,15.0,14.0,11.0,13.0,17.0,16.0,14.0,12.0,12.0,12.0,9.0,13.0
PKB160,14.0,13.0,11.0,11.0,13.0,13.0,14.0,12.0,12.0,9.0,12.0,10.0,12.0,10.0,14.0,14.0,14.0,15.0,8.0,10.0,13.0,10.0,18.0,14.0,12.0,12.0,19.0,18.0,18.0,20.0,13.0,14.0,8.0,13.0,11.0,12.0,9.0,11.0,10.0,13.0,11.0,15.0,11.0,13.0,15.0,14.0,20.0,21.0,22.0,19.0,19.0,15.0,9.0,33.0,12.0,17.0,19.0,15.0,16.0,19.0,17.0,22.0,10.0,9.0,15.0,13.0,22.0,10.0,11.0,11.0,6.0,18.0
PKB161,13.0,11.0,13.0,11.0,11.0,10.0,11.0,12.0,10.0,10.0,10.0,9.0,9.0,11.0,12.0,11.0,10.0,12.0,6.0,9.0,10.0,9.0,11.0,13.0,14.0,9.0,16.0,16.0,13.0,14.0,13.0,9.0,11.0,13.0,10.0,10.0,7.0,8.0,10.0,11.0,11.0,13.0,12.0,12.0,14.0,11.0,16.0,14.0,15.0,15.0,14.0,12.0,14.0,12.0,28.0,12.0,13.0,12.0,13.0,15.0,12.0,17.0,8.0,9.0,13.0,11.0,15.0,8.0,9.0,11.0,7.0,14.0
PKB162,18.0,15.0,14.0,12.0,15.0,14.0,14.0,16.0,11.0,11.0,11.0,13.0,13.0,13.0,14.0,14.0,15.0,16.0,10.0,12.0,20.0,14.0,18.0,19.0,19.0,12.0,20.0,19.0,20.0,20.0,18.0,17.0,11.0,16.0,15.0,17.0,10.0,10.0,16.0,15.0,17.0,19.0,15.0,16.0,18.0,15.0,21.0,23.0,23.0,18.0,22.0,16.0,10.0,17.0,12.0,37.0,21.0,17.0,17.0,19.0,20.0,21.0,12.0,11.0,19.0,20.0,23.0,12.0,14.0,14.0,11.0,20.0
PKB171,26.0,25.0,24.0,22.0,25.0,25.0,21.0,26.0,23.0,22.0,21.0,22.0,20.0,22.0,21.0,23.0,22.0,22.0,21.0,21.0,33.0,19.0,31.0,27.0,29.0,18.0,33.0,34.0,32.0,33.0,31.0,20.0,15.0,17.0,31.0,20.0,16.0,14.0,14.0,16.0,21.0,33.0,14.0,24.0,31.0,23.0,45.0,48.0,47.0,35.0,39.0,15.0,14.0,19.0,13.0,21.0,78.0,18.0,37.0,38.0,33.0,41.0,23.0,22.0,38.0,37.0,44.0,22.0,21.0,22.0,14.0,32.0
PKB172,11.0,10.0,11.0,11.0,10.0,12.0,12.0,12.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,12.0,11.0,12.0,7.0,8.0,13.0,9.0,14.0,14.0,16.0,10.0,17.0,20.0,15.0,18.0,12.0,13.0,8.0,15.0,10.0,14.0,7.0,10.0,9.0,12.0,15.0,15.0,10.0,17.0,16.0,12.0,19.0,23.0,22.0,17.0,20.0,15.0,8.0,15.0,12.0,17.0,18.0,41.0,13.0,17.0,18.0,21.0,9.0,9.0,16.0,15.0,22.0,9.0,12.0,13.0,5.0,20.0
PKB177,23.0,24.0,23.0,23.0,24.0,22.0,21.0,23.0,24.0,24.0,21.0,21.0,20.0,21.0,23.0,23.0,19.0,21.0,20.0,21.0,28.0,17.0,32.0,26.0,25.0,16.0,28.0,26.0,29.0,29.0,29.0,17.0,13.0,15.0,28.0,15.0,16.0,11.0,12.0,13.0,15.0,28.0,12.0,14.0,29.0,18.0,37.0,42.0,44.0,26.0,32.0,14.0,15.0,16.0,13.0,17.0,37.0,13.0,61.0,33.0,29.0,35.0,22.0,22.0,32.0,32.0,37.0,23.0,17.0,21.0,16.0,25.0
PKB179,23.0,22.0,24.0,23.0,22.0,23.0,24.0,22.0,23.0,24.0,22.0,21.0,21.0,22.0,22.0,24.0,20.0,22.0,20.0,21.0,31.0,19.0,29.0,27.0,28.0,17.0,33.0,30.0,30.0,32.0,30.0,21.0,15.0,19.0,28.0,21.0,15.0,15.0,15.0,19.0,18.0,32.0,16.0,26.0,27.0,25.0,41.0,43.0,45.0,33.0,38.0,15.0,14.0,19.0,15.0,19.0,38.0,17.0,33.0,68.0,38.0,41.0,19.0,21.0,32.0,33.0,39.0,21.0,19.0,20.0,14.0,32.0
PKB180,25.0,23.0,21.0,19.0,23.0,22.0,22.0,23.0,19.0,20.0,22.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,22.0,29.0,17.0,30.0,25.0,24.0,15.0,31.0,30.0,29.0,30.0,24.0,18.0,12.0,18.0,28.0,22.0,15.0,12.0,15.0,15.0,17.0,28.0,15.0,20.0,25.0,24.0,41.0,40.0,42.0,27.0,36.0,14.0,15.0,17.0,12.0,20.0,33.0,18.0,29.0,38.0,58.0,37.0,17.0,17.0,31.0,31.0,36.0,22.0,17.0,17.0,12.0,29.0
PKB191,25.0,25.0,25.0,23.0,25.0,23.0,21.0,24.0,21.0,23.0,21.0,20.0,21.0,20.0,20.0,22.0,21.0,21.0,20.0,20.0,29.0,20.0,32.0,30.0,27.0,18.0,35.0,35.0,33.0,38.0,30.0,21.0,17.0,23.0,28.0,19.0,16.0,15.0,15.0,17.0,20.0,32.0,16.0,25.0,33.0,22.0,53.0,57.0,57.0,38.0,36.0,16.0,14.0,22.0,17.0,21.0,41.0,21.0,35.0,41.0,37.0,107.0,21.0,20.0,33.0,36.0,52.0,22.0,21.0,20.0,11.0,37.0
PKB206,17.0,17.0,15.0,15.0,17.0,13.0,13.0,15.0,15.0,14.0,12.0,15.0,12.0,14.0,15.0,13.0,13.0,13.0,13.0,16.0,20.0,12.0,13.0,18.0,22.0,9.0,20.0,16.0,18.0,17.0,21.0,13.0,11.0,12.0,23.0,11.0,15.0,11.0,11.0,11.0,11.0,20.0,9.0,11.0,20.0,13.0,26.0,28.0,26.0,22.0,23.0,9.0,11.0,10.0,8.0,12.0,23.0,9.0,22.0,19.0,17.0,21.0,37.0,29.0,20.0,21.0,21.0,13.0,11.0,13.0,12.0,17.0
PKB207,21.0,14.0,14.0,17.0,14.0,15.0,14.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0,14.0,16.0,14.0,14.0,13.0,15.0,20.0,14.0,17.0,18.0,18.0,11.0,18.0,18.0,22.0,20.0,23.0,13.0,11.0,12.0,23.0,12.0,12.0,10.0,11.0,11.0,11.0,21.0,9.0,12.0,18.0,13.0,27.0,27.0,26.0,17.0,21.0,10.0,13.0,9.0,9.0,11.0,22.0,9.0,22.0,21.0,17.0,20.0,29.0,34.0,20.0,19.0,24.0,13.0,14.0,13.0,12.0,19.0
PKB218,24.0,19.0,20.0,20.0,19.0,21.0,19.0,19.0,19.0,21.0,21.0,22.0,22.0,21.0,18.0,18.0,20.0,20.0,20.0,22.0,29.0,18.0,27.0,25.0,27.0,15.0,26.0,28.0,29.0,27.0,29.0,17.0,14.0,18.0,28.0,20.0,17.0,13.0,18.0,14.0,18.0,32.0,13.0,17.0,29.0,21.0,41.0,45.0,43.0,33.0,31.0,14.0,17.0,15.0,13.0,19.0,38.0,16.0,32.0,32.0,31.0,33.0,20.0,20.0,54.0,42.0,36.0,23.0,22.0,18.0,12.0,30.0
PKB233,25.0,19.0,20.0,21.0,19.0,22.0,20.0,19.0,20.0,22.0,20.0,22.0,22.0,22.0,19.0,19.0,22.0,21.0,21.0,22.0,32.0,20.0,24.0,26.0,30.0,15.0,26.0,29.0,28.0,27.0,29.0,18.0,14.0,18.0,28.0,18.0,17.0,11.0,18.0,15.0,17.0,30.0,14.0,16.0,28.0,21.0,41.0,42.0,40.0,32.0,32.0,15.0,16.0,13.0,11.0,20.0,37.0,15.0,32.0,33.0,31.0,36.0,21.0,19.0,42.0,56.0,37.0,24.0,19.0,17.0,12.0,27.0
PKB236,26.0,23.0,22.0,23.0,23.0,23.0,25.0,24.0,21.0,20.0,22.0,20.0,20.0,21.0,21.0,23.0,20.0,21.0,19.0,19.0,30.0,19.0,35.0,28.0,33.0,20.0,37.0,35.0,34.0,38.0,30.0,23.0,14.0,20.0,28.0,21.0,18.0,15.0,14.0,18.0,19.0,32.0,15.0,23.0,33.0,22.0,59.0,68.0,66.0,40.0,42.0,18.0,14.0,22.0,15.0,23.0,44.0,22.0,37.0,39.0,36.0,52.0,21.0,24.0,36.0,37.0,110.0,22.0,20.0,20.0,11.0,39.0
PKB240,21.0,16.0,15.0,15.0,16.0,13.0,14.0,16.0,16.0,17.0,13.0,15.0,17.0,14.0,14.0,14.0,20.0,20.0,26.0,22.0,18.0,15.0,19.0,20.0,21.0,14.0,18.0,19.0,20.0,19.0,20.0,13.0,10.0,13.0,19.0,13.0,11.0,8.0,11.0,10.0,12.0,21.0,11.0,11.0,17.0,15.0,23.0,25.0,24.0,19.0,21.0,10.0,12.0,10.0,8.0,12.0,22.0,9.0,23.0,21.0,22.0,22.0,13.0,13.0,23.0,24.0,22.0,33.0,14.0,14.0,9.0,18.0
PKB241,16.0,15.0,13.0,14.0,15.0,15.0,18.0,18.0,13.0,10.0,16.0,13.0,14.0,12.0,13.0,12.0,13.0,13.0,12.0,13.0,18.0,16.0,17.0,18.0,18.0,14.0,19.0,19.0,19.0,20.0,17.0,16.0,9.0,14.0,16.0,15.0,17.0,13.0,13.0,13.0,16.0,22.0,11.0,13.0,17.0,15.0,20.0,22.0,22.0,18.0,22.0,11.0,12.0,11.0,9.0,14.0,21.0,12.0,17.0,19.0,17.0,21.0,11.0,14.0,22.0,19.0,20.0,14.0,32.0,18.0,9.0,17.0
PKB242,14.0,17.0,15.0,16.0,17.0,16.0,15.0,18.0,14.0,15.0,13.0,15.0,13.0,16.0,14.0,15.0,15.0,15.0,12.0,12.0,17.0,11.0,16.0,17.0,17.0,13.0,17.0,20.0,21.0,19.0,18.0,14.0,9.0,13.0,17.0,16.0,11.0,12.0,9.0,12.0,16.0,20.0,10.0,13.0,17.0,12.0,23.0,24.0,22.0,19.0,21.0,12.0,12.0,11.0,11.0,14.0,22.0,13.0,21.0,20.0,17.0,20.0,13.0,13.0,18.0,17.0,20.0,14.0,18.0,38.0,9.0,17.0
PKB247,11.0,12.0,13.0,12.0,12.0,13.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,13.0,14.0,10.0,10.0,11.0,8.0,10.0,13.0,11.0,11.0,13.0,10.0,7.0,11.0,11.0,11.0,12.0,15.0,8.0,8.0,10.0,13.0,9.0,9.0,6.0,11.0,8.0,10.0,13.0,6.0,7.0,11.0,10.0,13.0,14.0,14.0,11.0,12.0,7.0,9.0,6.0,7.0,11.0,14.0,5.0,16.0,14.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,9.0,9.0,9.0,26.0,13.0
PKB248,20.0,22.0,20.0,19.0,22.0,19.0,18.0,20.0,17.0,16.0,18.0,16.0,18.0,18.0,17.0,22.0,19.0,19.0,16.0,17.0,25.0,21.0,27.0,23.0,23.0,18.0,31.0,27.0,27.0,29.0,23.0,20.0,12.0,18.0,23.0,21.0,14.0,15.0,13.0,15.0,20.0,27.0,13.0,19.0,27.0,21.0,38.0,39.0,39.0,31.0,33.0,14.0,13.0,18.0,14.0,20.0,32.0,20.0,25.0,32.0,29.0,37.0,17.0,19.0,30.0,27.0,39.0,18.0,17.0,17.0,13.0,60.0
